c_abbrev9,c_city,c_description,c_description_len,c_destination,c_temp,cx_description_city,cx_destination_city,h_loca_latitude,h_loca_longitude,h_plc_description,h_plc_district,h_plc_identifier,h_plc_number,h_plc_reference_place,i_abbrev9,i_city,i_description,o_abbrev9,o_city,o_description,o_destination,u_nonpublic,u_plc_notes,ux_usecity_description,ux_usecity_destination
ALBR STEV,Fremont,Albrae St. & Stevenson Blvd.,28,Albrae St. & Stevenson Blvd.,0,"Albrae St. & Stevenson Blvd., Fremont","Albrae St. & Stevenson Blvd., Fremont",37.5204678,-121.9895386,Albrae St. & Stevenson Blvd.,07,ALST,ALBRSTEV,,ALBR STEV,Fremont,Albrae St. & Stevenson Blvd.,,,,,,,1,1
CEDR MOWY,Newark,Cedar Blvd. & Mowry Ave.,24,Cedar Blvd. & Mowry Ave.,2,"Cedar Blvd. & Mowry Ave., Newark","Cedar Blvd. & Mowry Ave., Newark",37.5250477,-122.0076963,Cedar Blvd. & Mowry Ave.,09,CEMO,CEDRMOWY,,CEDR MOWY,Newark,Cedar Blvd. & Mowry Ave.,,,,,,,1,1
CEDR STEV,Newark,Cedar Blvd. & Stevenson Blvd.,29,Cedar Blvd. & Stevenson Blvd.,2,"Cedar Blvd. & Stevenson Blvd., Newark","Cedar Blvd. & Stevenson Blvd., Newark",37.5186274,-121.9923733,Cedar Blvd. & Stevenson Blvd.,09,CEST,CEDRSTEV,,CEDR STEV,Newark,Cedar Blvd. & Stevenson Blvd.,,,Cedar Blvd. & Stevenson Blvd.,,,,1,1
MEMO SRHS,Newark,Newark Memorial High School,27,Newark Memorial High School,2,"Newark Memorial High School, Newark","Newark Memorial High School, Newark",37.5221494,-122.0007426,Newark Memorial High School,09,MESR,MEMOSRHS,,MEMO SRHS,Newark,Newark Memorial High School,,,Newark Memorial High School,,,,1,1
NEWP ARKS,Newark,NewPark Mall,12,NewPark Mall,1,"NewPark Mall, Newark","NewPark Mall, Newark",37.5234066,-122.0047669,NewPark Mall,09,NEPA,NEWPARKS,,NEWP ARKS,Newark,NewPark Mall,,,NewPark Mall,,,,1,1
OLNE NEWK,Newark,Ohlone College Newark,21,Ohlone College Newark,2,"Ohlone College Newark, Newark","Ohlone College Newark, Newark",37.5178547,-122.0047365,Ohlone College Newark,09,OLNE,OLNENEWK,,OLNE NEWK,Newark,Ohlone College Newark,,,Ohlone College Newark,,,,1,1
STEV ALBR,Fremont,Stevenson Blvd. & Albrae St.,28,Stevenson Blvd. & Albrae St.,2,"Stevenson Blvd. & Albrae St., Fremont","Stevenson Blvd. & Albrae St., Fremont",37.5190797,-121.9892712,Stevenson Blvd. & Albrae St.,07,STAL,STEVALBR,,STEV ALBR,Fremont,Stevenson Blvd. & Albrae St.,,,,,,,1,1
STEV CHER,Fremont,Stevenson Blvd. & Cherry St.,28,Stevenson Blvd. & Cherry St.,0,"Stevenson Blvd. & Cherry St., Fremont","Stevenson Blvd. & Cherry St., Fremont",37.5135116,-121.9941823,Stevenson Blvd. & Cherry St.,07,STCH,STEVCHER,,STEV CHER,Fremont,Stevenson Blvd. & Cherry St.,,,,,,,1,1
CENT CHER,Newark,Central Ave. & Cherry St.,25,Central Ave. & Cherry St.,2,"Central Ave. & Cherry St., Newark","Central Ave. & Cherry St., Newark",37.5282731,-122.0247084,Central Ave. & Cherry St.,09,CECH,CENTCHER,,CENT CHER,Newark,Central Ave. & Cherry St.,,,,,,,1,1
CHER CENT,Newark,Cherry St. & Central Ave.,25,Cherry St. & Central Ave.,0,"Cherry St. & Central Ave., Newark","Cherry St. & Central Ave., Newark",37.5287711,-122.0257359,Cherry St. & Central Ave.,09,CHCE,CHERCENT,,CHER CENT,Newark,Cherry St. & Central Ave.,,,Cherry St. & Central Ave.,,,,1,1
CEDA THOR,Newark,Cedar Blvd. & Thornton Ave.,27,Cedar Blvd. & Thornton Ave.,0,"Cedar Blvd. & Thornton Ave., Newark","Cedar Blvd. & Thornton Ave., Newark",37.5422162,-122.0264010,Cedar Blvd. & Thornton Ave.,09,CETH,CEDATHOR,,CEDA THOR,Newark,Cedar Blvd. & Thornton Ave.,,,Cedar Blvd. & Thornton Ave.,,,,1,1
THOR CEDR,Newark,Thornton Ave. & Cedar Blvd.,27,Thornton Ave. & Cedar Blvd.,2,"Thornton Ave. & Cedar Blvd., Newark","Thornton Ave. & Cedar Blvd., Newark",37.5428509,-122.0273982,Thornton Ave. & Cedar Blvd.,09,TNCE,THORCEDR,,THOR CEDR,Newark,Thornton Ave. & Cedar Blvd.,,,,,,,1,1
CEDR CENT,Newark,Cedar Blvd. & Central Ave.,26,Cedar Blvd. & Central Ave.,2,"Cedar Blvd. & Central Ave., Newark","Cedar Blvd. & Central Ave., Newark",37.5366701,-122.0188879,Cedar Blvd. & Central Ave.,09,CECE,CEDRCENT,,CEDR CENT,Newark,Cedar Blvd. & Central Ave.,,,,,,,1,1
THOR CABR,Fremont,Thornton Ave. & Cabrillo Dr.,28,Thornton Ave. & Cabrillo Dr.,0,"Thornton Ave. & Cabrillo Dr., Fremont","Thornton Ave. & Cabrillo Dr., Fremont",37.5529186,-122.0195685,Thornton Ave. & Cabrillo Dr.,07,THCA,THORCABR,,THOR CABR,Fremont,Thornton Ave. & Cabrillo Dr.,,,,,,,1,1
